TV Series,Utterances,dialog_ids,uttr_ids,seasons,episodes,start_times,end_times,sentiment,emotion,intensity,emotion2,intensity2,emotion3,intensity3
HIMYM,this is the story of my life,451,16,3,18,00:18:15:228,00:18:16:727,Negative ,sadness,2,fear,1,,
HIMYM,i always let people down,451,17,3,18,00:18:16:729,00:18:18:229,Negative ,sadness,2,fear,1,,
HIMYM,"you, my dad, the chief",451,18,3,18,00:18:18:231,00:18:20:431,Negative ,sadness,2,fear,1,,
HIMYM,the chief?,451,19,3,18,00:18:20:433,00:18:21:732,positive,surprise,2,disgust,1,,
HIMYM,"kids, here's something i wish my dad had told me",452,0,4,1,00:00:02:486,00:00:05:546,neutral,neutral,,,,,
HIMYM,the longest pause you will ever experience in your life,452,1,4,1,00:00:05:656,00:00:08:590,neutral,neutral,,,,,
HIMYM,<i>is the one that follows asking the question...</i>,452,2,4,1,00:00:08:691,00:00:10:784,neutral,neutral,,,,,
HIMYM,will you marry me?,452,3,4,1,00:00:10:893,00:00:12:827,positive,acceptance,3,fear,1,,
HIMYM,"<i>your brain goes into overdrive, imagining every possible response.</i>",452,4,4,1,00:00:12:929,00:00:16:728,neutral,neutral,,,,,
HIMYM,no,452,5,4,1,00:00:17:599,00:00:18:725,Negative ,anger,2,disgust,2,,
HIMYM,"oh, god, no",452,6,4,1,00:00:19:401,00:00:20:561,Negative ,surprise,2,disgust,3,,
HIMYM,you want me to marry... no,452,7,4,1,00:00:23:972,00:00:27:498,positive,joy,3,sadness,1,,
HIMYM,"i'm sorry, ted. i can't",452,8,4,1,00:00:28:842,00:00:30:434,Negative ,sadness,2,disgust,1,,
HIMYM,"mark johnson, the quarterback from your high-school football team,",452,9,4,1,00:00:30:544,00:00:32:978,positive,joy,1,acceptance,3,,
HIMYM,already asked me,452,10,4,1,00:00:33:080,00:00:34:478,positive,joy,2,acceptance,3,,
HIMYM,"what's up, turd? - it's ted!",452,11,4,1,00:00:34:580,00:00:37:811,positive,joy,3,disgust,1,anger,1
HIMYM,"<i>but if you're lucky,</i>",452,12,4,1,00:00:39:118,00:00:40:176,neutral,neutral,,,,,
HIMYM,<i>she may answer with the single greatest word in the english language.</i>,452,13,4,1,00:00:40:286,00:00:44:346,neutral,neutral,,,,,
HIMYM,yes,452,14,4,1,00:00:44:456,00:00:45:616,positive,joy,2,acceptance,3,,
HIMYM,<i>stella and i spent that summer happily engaged.</i>,452,15,4,1,00:01:00:338,00:01:03:704,neutral,neutral,,,,,
HIMYM,<i>marshall was still coping with unemployment.</i>,452,16,4,1,00:01:03:807,00:01:06:071,neutral,neutral,,,,,
HIMYM,what are you doing?,452,17,4,1,00:01:06:176,00:01:08:007,positive,joy,2,surprise,1,,
HIMYM,<i>lily threw herself into her painting.</i>,452,18,4,1,00:01:09:612,00:01:11:545,neutral,neutral,,,,,
HIMYM,what are you doing?,452,19,4,1,00:01:11:647,00:01:13:478,positive,joy,2,surprise,1,,
HIMYM,but not a day goes by that i don't regret it,453,0,4,2,00:08:45:356,00:08:49:258,Negative ,anger,2,sadness,3,,
HIMYM,why? why? do you know where it is? - no,453,1,4,2,00:08:49:360,00:08:51:522,Negative ,anger,3,sadness,1,,
HIMYM,"and if you tell me it's at the corner bistro, i'm gonna smack you right in the face!",453,2,4,2,00:08:51:630,00:08:54:963,Negative ,anger,3,disgust,2,,
HIMYM,"no, we don't know where it is",453,3,4,2,00:08:55:067,00:08:56:261,Negative ,fear,3,sadness,1,,
HIMYM,"listen, blondie! don't mess with me! daddy needs his meat",453,4,4,2,00:08:56:368,00:09:00:964,Negative ,anger,3,disgust,2,,
HIMYM,"i don't know where it is, regis, i swear!",453,5,4,2,00:09:01:073,00:09:04:236,Negative ,fear,2,anger,3,,
HIMYM,"what about you, lurch? and what about you, satchel-mouth?",453,6,4,2,00:09:04:343,00:09:08:280,Negative ,anger,3,disgust,2,,
HIMYM,satchel-mouth?,453,7,4,2,00:09:08:381,00:09:09:541,Negative ,disgust,3,anger,1,,
HIMYM,"this is my cell. you find that burger, you call me day or night",453,8,4,2,00:09:10:216,00:09:14:346,Negative ,anger,3,disgust,1,,
HIMYM,"okay, regis, we will, we will",453,9,4,2,00:09:14:454,00:09:16:115,positive,fear,2,acceptance,1,,
HIMYM,"all right, so what are you waiting for? get out and find the burger!",453,10,4,2,00:09:16:222,00:09:18:554,Negative ,anger,3,disgust,2,,
HIMYM,"all right, all right. let's go, all of you!",453,11,4,2,00:09:18:658,00:09:20:319,positive,fear,2,acceptance,1,,
HIMYM,that's where my story ends,453,12,4,2,00:09:22:128,00:09:24:029,Negative ,sadness,2,disgust,1,,
HIMYM,"now i'm doomed to walk the earth forever, searching for that green door",453,13,4,2,00:09:24:131,00:09:28:261,Negative ,sadness,3,disgust,2,,
HIMYM,"and that red neon sign that says ""burger. """,453,14,4,2,00:09:28:369,00:09:31:099,Negative ,sadness,2,disgust,1,,
HIMYM,"green door, red neon sign that says ""burger""?",453,15,4,2,00:09:31:205,00:09:33:696,Negative ,surprise,2,disgust,1,,
HIMYM,yeah. - i know that place,453,16,4,2,00:09:33:808,00:09:34:832,positive,acceptance,2,joy,1,,
HIMYM,"i've walked by it a million times. it's on west 12th, right off of 7th",453,17,4,2,00:09:34:942,00:09:38:902,positive,acceptance,1,disgust,1,,
HIMYM,i knew it was on a numbered street!,453,18,4,2,00:09:39:014,00:09:41:778,positive,joy,3,acceptance,3,,
HIMYM,finally. - no! robin!,453,19,4,2,00:09:41:883,00:09:43:817,positive,joy,2,anger,1,,
HIMYM,and i think there may be some beer out in the garage,454,0,4,3,00:04:36:820,00:04:40:221,positive,joy,1,acceptance,2,,
HIMYM,"ted, this is pathetic. it's saturday night. we should be out at a bar drinking alcohol",454,1,4,3,00:04:43:026,00:04:46:826,Negative ,sadness,3,disgust,3,,
HIMYM,"now i know that that sounds depressing, bordering on tragic, but it's just a fact!",454,2,4,3,00:04:46:930,00:04:50:161,Negative ,sadness,2,disgust,3,,
HIMYM,"yeah, and i wanna take another crack at that chick, doris",454,3,4,3,00:04:50:266,00:04:52:757,positive,joy,2,acceptance,3,,
HIMYM,i know i can land that lesbian plane. - no snakes on that plane,454,4,4,3,00:04:52:869,00:04:56:305,positive,joy,2,acceptance,3,,
HIMYM,"okay, guys. come on, you promised. let's just hang out here, try to have fun",454,5,4,3,00:04:58:508,00:05:03:344,positive,joy,1,sadness,2,,
HIMYM,"i mean, we're all together",454,6,4,3,00:05:03:447,00:05:05:381,positive,joy,1,acceptance,2,,
HIMYM,friends hanging out. isn't that what really matters?,454,7,4,3,00:05:05:483,00:05:08:281,positive,joy,1,sadness,1,,
HIMYM,"okay, if we take the next train, we can be at maclaren's by 11:00",454,8,4,3,00:05:12:790,00:05:15:520,positive,joy,2,acceptance,3,,
HIMYM,"we can be there by 10:00. - no, i have to change first",454,9,4,3,00:05:15:626,00:05:17:457,positive,sadness,2,disgust,1,,
HIMYM,i am not walking into maclaren's smelling like new jersey,454,10,4,3,00:05:17:561,00:05:19:859,Negative ,disgust,3,sadness,1,,
HIMYM,whoa,454,11,4,3,00:05:19:964,00:05:21:454,Negative ,surprise,2,disgust,1,,
HIMYM,"wow. you guys really hate it here, huh?",454,12,4,3,00:05:22:800,00:05:26:759,Negative ,surprise,3,disgust,2,,
HIMYM,"what? no, stels",454,13,4,3,00:05:26:871,00:05:29:704,Negative ,sadness,2,fear,1,,
HIMYM,"no. no, i get it. i mean, you guys are all new yorkers",454,14,4,3,00:05:30:307,00:05:32:468,positive,joy,2,disgust,1,,
HIMYM,you need to go hang out at a bar,454,15,4,3,00:05:32:576,00:05:33:737,positive,joy,2,disgust,1,,
HIMYM,"well, you could just hang out at the coolest bar in the state,",454,16,4,3,00:05:33:845,00:05:36:643,positive,joy,2,acceptance,3,,
HIMYM,which is so close it will blow your mind,454,17,4,3,00:05:36:748,00:05:39:444,positive,joy,2,acceptance,3,,
HIMYM,and boom goes the dynamite. the coolest bar in new jersey,454,18,4,3,00:05:41:052,00:05:45:352,positive,joy,2,acceptance,3,,
HIMYM,"yeah, it probably is. - this is great!",454,19,4,3,00:05:45:457,00:05:48:551,positive,joy,2,sadness,1,,
HIMYM,"you had a lot of valid concerns. - yeah, but concerns",455,0,4,4,00:14:00:778,00:14:03:179,positive,acceptance,2,sadness,1,,
HIMYM,we have completely moved on from,455,1,4,4,00:14:03:281,00:14:05:715,positive,sadness,2,acceptance,1,,
HIMYM,"but you had a point. i mean, this whole thing has moved pretty fast",455,2,4,4,00:14:05:817,00:14:09:948,Negative ,sadness,2,fear,1,,
HIMYM,"well, you know what? maybe that's because when it's right, you just know",455,3,4,4,00:14:10:056,00:14:13:924,positive,acceptance,2,fear,1,,
HIMYM,"yeah, i guess, but we are still getting to know each other",455,4,4,4,00:14:14:026,00:14:18:327,positive,fear,1,sadness,1,,
HIMYM,"and, lily, maybe you're right. maybe stella won't like any of my stuff",455,5,4,4,00:14:18:732,00:14:23:066,Negative ,sadness,2,fear,1,,
HIMYM,like the robot cookie jar,455,6,4,4,00:14:23:605,00:14:25:869,positive,joy,2,acceptance,3,,
HIMYM,"this was, like, the first thing we bought for this place, remember?",455,7,4,4,00:14:26:641,00:14:28:871,positive,joy,2,acceptance,3,,
HIMYM,"yeah, of course i do",455,8,4,4,00:14:28:977,00:14:30:502,positive,joy,1,acceptance,2,,
HIMYM,"marshall, my sensors indicate",455,9,4,4,00:14:30:980,00:14:33:210,positive,joy,1,acceptance,1,,
HIMYM,that your pecan-sandy levels are dangerously low,455,10,4,4,00:14:33:315,00:14:36:773,positive,joy,1,sadness,2,,
HIMYM,my collection of james bond movies,455,11,4,4,00:14:38:121,00:14:41:488,positive,joy,3,acceptance,3,,
HIMYM,"remember? we watched them all in order,",455,12,4,4,00:14:41:591,00:14:43:286,positive,joy,2,acceptance,3,,
HIMYM,"and then lily spoke in that weird english accent for, like, the next month?",455,13,4,4,00:14:43:393,00:14:46:886,Negative ,sadness,1,disgust,3,,
HIMYM,it was sophisticated. - no,455,14,4,4,00:14:46:998,00:14:48:431,Negative ,anger,1,disgust,1,,
HIMYM,nope. - no,455,15,4,4,00:14:48:566,00:14:49:794,Negative ,sadness,1,disgust,1,,
HIMYM,my signed bernie kosar cleats. my elephant lamp,455,16,4,4,00:14:50:669,00:14:55:333,positive,joy,2,acceptance,3,,
HIMYM,the english phone booth. my sombrero!,455,17,4,4,00:14:55:441,00:14:58:741,positive,joy,2,acceptance,3,,
HIMYM,"ted, what are you doing? - unpacking",455,18,4,4,00:15:01:614,00:15:04:049,positive,surprise,3,joy,3,,
HIMYM,i am never leaving this apartment,455,19,4,4,00:15:04:151,00:15:06:881,positive,joy,3,acceptance,3,,
HIMYM,just heading to the airport,456,0,4,5,00:09:24:679,00:09:26:943,positive,joy,1,acceptance,2,,
HIMYM,"okay, we'll see you soon. have a great flight",456,1,4,5,00:09:27:249,00:09:30:013,positive,joy,1,acceptance,3,,
HIMYM,bad news. i couldn't reach her. robin's already on her way,456,2,4,5,00:09:32:120,00:09:36:489,Negative ,sadness,2,fear,1,,
HIMYM,"okay, robin's on her way. you know what? i'm glad",456,3,4,5,00:09:41:830,00:09:45:129,positive,joy,1,fear,1,,
HIMYM,exes should be allowed to come to weddings,456,4,4,5,00:09:45:233,00:09:47:360,positive,joy,1,acceptance,2,,
HIMYM,i'll just tell stella she's got to deal with it,456,5,4,5,00:09:47:469,00:09:49:562,positive,joy,1,disgust,1,,
HIMYM,i think you need to be more delicate with stella about this whole robin thing,456,6,4,5,00:09:49:671,00:09:53:107,positive,fear,2,sadness,1,,
HIMYM,what do you mean by delicate?,456,7,4,5,00:09:53:208,00:09:54:436,positive,surprise,2,disgust,1,,
HIMYM,brides are under a lot of stress before a wedding,456,8,4,5,00:09:54:543,00:09:57:341,positive,fear,1,sadness,2,,
HIMYM,"i mean, of course, i held it together pretty well",456,9,4,5,00:09:57:446,00:09:59:915,positive,joy,1,acceptance,1,,
HIMYM,you don't remember?,456,10,4,5,00:10:02:785,00:10:03:774,Negative ,surprise,3,disgust,1,,
HIMYM,the florist just told me the roses are more light medium pink than medium pink,456,11,4,5,00:10:05:888,00:10:10:882,Negative ,anger,2,fear,1,,
HIMYM,light medium pink! everything's ruined,456,12,4,5,00:10:11:260,00:10:14:923,Negative ,fear,3,sadness,3,,
HIMYM,our wedding site uses a gravity furnace instead of forced-air heating,456,13,4,5,00:10:16:532,00:10:21:196,Negative ,sadness,3,disgust,2,,
HIMYM,that's the one thing i cared about. why are we even getting married?,456,14,4,5,00:10:21:304,00:10:25:900,Negative ,sadness,3,disgust,2,,
HIMYM,"blobbity-blah. wickity-wah. eeky, eeky, eeky, eeky whee!",456,15,4,5,00:10:28:177,00:10:33:012,Negative ,sadness,3,disgust,1,,
HIMYM,"after a while, it's all noise",456,16,4,5,00:10:35:384,00:10:37:545,Negative ,sadness,1,disgust,3,,
HIMYM,poor stella's had to jam months of crazy into just three days,456,17,4,5,00:10:38:354,00:10:41:790,Negative ,sadness,2,disgust,1,,
HIMYM,so what do i do?,456,18,4,5,00:10:41:891,00:10:42:983,Negative ,sadness,2,fear,2,,
HIMYM,"you wait for the next crisis, you solve it, you're a hero",456,19,4,5,00:10:43:092,00:10:46:789,positive,joy,1,acceptance,2,,
HIMYM,"yeah, you know how when you're a kid, you put everything into hockey terms?",457,0,4,6,00:13:52:439,00:13:55:432,Negative ,sadness,1,disgust,3,,
HIMYM,"the blue line is kissing, the red line is getting naked,",457,1,4,6,00:13:55:543,00:13:57:738,positive,acceptance,2,joy,1,,
HIMYM,"and i think ""in the crease"" speaks for itself",457,2,4,6,00:13:57:846,00:14:01:077,positive,joy,1,disgust,1,,
HIMYM,"anyway, after that, my relationship with my dad pretty much went north",457,3,4,6,00:14:01:182,00:14:04:812,Negative ,sadness,2,disgust,1,,
HIMYM,"i moved in with my mom, grew my hair out,",457,4,4,6,00:14:04:920,00:14:07:150,Negative ,sadness,2,disgust,3,,
HIMYM,"became a canadian pop star. you know, normal teen stuff",457,5,4,6,00:14:07:256,00:14:10:817,Negative ,sadness,2,disgust,3,,
HIMYM,don't you think it would feel better to talk to him about all this?,457,6,4,6,00:14:10:926,00:14:14:089,Negative ,sadness,1,fear,1,,
HIMYM,"no, that's the point. it wouldn't solve anything",457,7,4,6,00:14:14:196,00:14:17:132,Negative ,anger,2,sadness,3,,
HIMYM,"it's in the past. it's done. i mean, what would i even say to him?",457,8,4,6,00:14:17:234,00:14:21:364,Negative ,sadness,3,disgust,1,,
HIMYM,"""i wish you hadn't raised me as a boy?",457,9,4,6,00:14:21:471,00:14:23:405,Negative ,sadness,2,disgust,3,,
HIMYM,"""i wish you hadn't taught me how to hunt",457,10,4,6,00:14:23:507,00:14:25:874,Negative ,sadness,2,anger,3,,
HIMYM,"""and fish and smoke cigars and drink scotch",457,11,4,6,00:14:25:977,00:14:28:309,Negative ,anger,2,disgust,2,,
HIMYM,"""because that's not what girls do",457,12,4,6,00:14:28:413,00:14:30:210,Negative ,anger,2,disgust,3,,
HIMYM,"""and you know, the reason i throw like a girl, dad,",457,13,4,6,00:14:30:315,00:14:32:112,Negative ,anger,2,disgust,1,,
HIMYM,"""is because i am a girl. """,457,14,4,6,00:14:32:216,00:14:34:151,Negative ,anger,2,sadness,1,,
HIMYM,"you've held on to that for a long time, huh?",457,15,4,6,00:14:37:423,00:14:40:221,Negative ,sadness,2,disgust,1,,
HIMYM,yeah,457,16,4,6,00:14:40:326,00:14:41:384,positive,sadness,2,acceptance,1,,
HIMYM,it really messed you up,457,17,4,6,00:14:42:127,00:14:44:062,Negative ,sadness,2,disgust,3,,
HIMYM,yeah,457,18,4,6,00:14:44:931,00:14:45:920,Negative ,sadness,2,acceptance,1,,
HIMYM,that sucks. - i'm sorry,457,19,4,6,00:14:46:032,00:14:47:056,Negative ,sadness,2,disgust,3,,
HIMYM,"ted, you're pro kids. robin, you're against",458,0,4,7,00:08:53:368,00:08:55:837,neutral,neutral,,,,,
HIMYM,"counselors, opening statements",458,1,4,7,00:08:55:939,00:08:58:203,neutral,neutral,,,,,
HIMYM,"okay, i know you're afraid that you're not ready",458,2,4,7,00:08:58:441,00:09:01:638,Negative ,sadness,2,fear,3,,
HIMYM,but no one ever thinks they're ready. you just have to take the leap,458,3,4,7,00:09:01:744,00:09:04:770,Negative ,sadness,1,acceptance,2,,
HIMYM,parenthood will come naturally,458,4,4,7,00:09:04:881,00:09:05:939,positive,joy,1,acceptance,3,,
HIMYM,"well, of course you think it comes naturally",458,5,4,7,00:09:06:049,00:09:07:949,Negative ,sadness,1,disgust,3,,
HIMYM,you're basically a dad already. - you're a total dad,458,6,4,7,00:09:08:051,00:09:11:384,Negative ,sadness,1,disgust,3,,
HIMYM,"what are you talking about? - ted, think about it",458,7,4,7,00:09:11:487,00:09:14:149,Negative ,surprise,2,anger,1,,
HIMYM,<i>you tell super corny dad jokes.</i>,458,8,4,7,00:09:14:757,00:09:17:021,Negative ,sadness,1,disgust,2,,
HIMYM,shredded tweet!,458,9,4,7,00:09:17:560,00:09:19:051,Negative ,joy,2,disgust,3,,
HIMYM,man! shredded tweet,458,10,4,7,00:09:20:464,00:09:23:228,Negative ,disgust,2,joy,3,,
HIMYM,"<i>you lecture us, like when we broke your stupid ship in a bottle.</i>",458,11,4,7,00:09:24:601,00:09:27:866,neutral,neutral,,,,,
HIMYM,i'm not angry. i'm just disappointed,458,12,4,7,00:09:27:972,00:09:30:566,Negative ,sadness,2,disgust,1,,
HIMYM,she did it! - shut up!,458,13,4,7,00:09:31:775,00:09:33:572,Negative ,anger,2,sadness,1,,
HIMYM,<i>and you do that thing all dads do with waitresses.</i>,458,14,4,7,00:09:35:045,00:09:38:139,neutral,neutral,,,,,
HIMYM,"hi, i'm lori. i'll be your waitress this evening",458,15,4,7,00:09:38:248,00:09:40:512,positive,joy,2,acceptance,3,,
HIMYM,"hi, lori, i'm ted. i'll be your customer this evening",458,16,4,7,00:09:40:617,00:09:44:076,positive,joy,2,acceptance,3,,
HIMYM,"hey, lori, before you go, tell me,",458,17,4,7,00:09:44:923,00:09:46:322,positive,joy,1,acceptance,1,,
HIMYM,what do you get when you cross a canary with a lawn mower?,458,18,4,7,00:09:46:424,00:09:48:756,positive,joy,2,acceptance,1,,
HIMYM,no hints. no hints,458,19,4,7,00:09:48:860,00:09:50:452,positive,joy,2,acceptance,1,,
HIMYM,"women want to be with you, men wish to harm you,",459,0,4,8,00:12:57:933,00:13:00:401,positive,joy,1,acceptance,2,,
HIMYM,but the fool who dares challenge you shall be crushed!,459,1,4,8,00:13:00:503,00:13:03:905,Negative ,anger,2,disgust,2,,
HIMYM,your headquarters will tell the world of these facts,459,2,4,8,00:13:04:007,00:13:06:873,positive,joy,1,acceptance,2,,
HIMYM,"and one more thing, don't look now!",459,3,4,8,00:13:06:976,00:13:09:536,positive,joy,1,anger,2,,
HIMYM,"which of you is barney stinson, head of the search committee?",459,4,4,8,00:13:11:280,00:13:13:975,positive,joy,1,acceptance,1,,
HIMYM,"oh, my god. that's me!",459,5,4,8,00:13:14:082,00:13:15:812,positive,surprise,3,joy,2,,
HIMYM,"you, barney stinson, are a man of power and virility",459,6,4,8,00:13:15:918,00:13:19:046,positive,joy,1,acceptance,3,,
HIMYM,"your office shall be here, in the head of a tyrannosaurus rex!",459,7,4,8,00:13:19:155,00:13:22:749,positive,joy,1,acceptance,2,,
HIMYM,"i never knew it till now, but i've always dreamed of that",459,8,4,8,00:13:22:857,00:13:26:020,positive,joy,1,acceptance,3,,
HIMYM,on your large desk of honduran rosewood shall be this button,459,9,4,8,00:13:26:127,00:13:30:030,positive,joy,1,acceptance,2,,
HIMYM,what does the button do? - press it! press it for glory!,459,10,4,8,00:13:30:132,00:13:33:692,positive,surprise,2,joy,3,,
HIMYM,yes! this is the most awesome building in the universe,459,11,4,8,00:13:37:839,00:13:41:969,positive,surprise,3,joy,3,,
HIMYM,there is no way this building could be more awesome,459,12,4,8,00:13:42:076,00:13:44:636,positive,joy,3,acceptance,3,,
HIMYM,there is a strip club in the letter n,459,13,4,8,00:13:44:746,00:13:47:442,positive,joy,1,acceptance,2,,
HIMYM,what the hell is the matter with you? this is ted's big break!,459,14,4,8,00:13:50:717,00:13:54:118,Negative ,anger,3,disgust,3,,
HIMYM,and then you sold him out because you wanted to work,459,15,4,8,00:13:54:221,00:13:55:917,Negative ,anger,3,disgust,3,,
HIMYM,"in the brain of a tyrannosaurus rex,",459,16,4,8,00:13:56:024,00:13:57:820,Negative ,anger,3,disgust,3,,
HIMYM,"which, incidentally, if you knew anything about dinosaurs,",459,17,4,8,00:13:57:925,00:13:59:950,Negative ,anger,3,disgust,2,,
HIMYM,"is really, really small. - marshall, this isn't about my office",459,18,4,8,00:14:00:060,00:14:04:292,Negative ,anger,3,disgust,1,,
HIMYM,ted's building was good. sven's was better,459,19,4,8,00:14:04:398,00:14:06:888,positive,joy,1,acceptance,3,,
HIMYM,"i'm always talking about you. i can't play ""i never,""",460,0,4,9,00:11:07:879,00:11:11:178,Negative ,sadness,3,disgust,2,,
HIMYM,because then everyone would know all the weird stuff i let you do to me,460,1,4,9,00:11:11:283,00:11:15:083,Negative ,sadness,1,disgust,3,,
HIMYM,"the only weird thing i ever did to you was open up my heart and soul,",460,2,4,9,00:11:15:187,00:11:18:554,Negative ,anger,3,disgust,2,,
HIMYM,when all i had to do was strip naked while you were out of the room,460,3,4,9,00:11:18:657,00:11:21:387,Negative ,anger,3,disgust,2,,
HIMYM,i didn't sleep with mitch because he was naked,460,4,4,9,00:11:21:493,00:11:24:656,Negative ,sadness,1,anger,3,,
HIMYM,mitch and i have something special,460,5,4,9,00:11:24:763,00:11:26:594,positive,acceptance,3,joy,1,,
HIMYM,"i mean, fingers crossed, guys. he may be the one",460,6,4,9,00:11:26:698,00:11:29:030,positive,joy,2,acceptance,3,,
HIMYM,the one? mitch? the naked man? - you mean the naked genius,460,7,4,9,00:11:29:134,00:11:33:662,Negative ,surprise,3,disgust,2,,
HIMYM,all these years i've been suiting up when i should have been suiting down. that's it,460,8,4,9,00:11:33:772,00:11:38:835,positive,joy,1,sadness,1,,
HIMYM,i am doing the naked man tonight,460,9,4,9,00:11:38:944,00:11:41:378,positive,joy,2,acceptance,3,,
HIMYM,"ted, so are you. - what?",460,10,4,9,00:11:41:480,00:11:43:004,Negative ,surprise,2,disgust,1,,
HIMYM,"with the elevator girl. you're going out with her tonight, right? naked man!",460,11,4,9,00:11:43:115,00:11:45:948,positive,joy,1,acceptance,1,,
HIMYM,"no. barney, come on, this is the first girl",460,12,4,9,00:11:46:051,00:11:47:780,Negative ,anger,1,disgust,1,,
HIMYM,i've had the courage to ask out since stella,460,13,4,9,00:11:47:886,00:11:49:615,positive,joy,1,sadness,1,,
HIMYM,naked man!,460,14,4,9,00:11:49:721,00:11:50:813,positive,joy,3,acceptance,3,,
HIMYM,"no, barney, this is the eighth outfit i tried on tonight",460,15,4,9,00:11:50:922,00:11:53:220,Negative ,sadness,2,disgust,3,,
HIMYM,"i got my hair cut three times, i'm a nervous wreck",460,16,4,9,00:11:53:325,00:11:56:294,Negative ,fear,1,disgust,2,,
HIMYM,are you wearing makeup?,460,17,4,9,00:11:56:394,00:11:58:555,positive,surprise,2,joy,1,,
HIMYM,"it's not makeup, okay? it's a sunscreen with a subtle tint of",460,18,4,9,00:11:59:331,00:12:03:290,Negative ,anger,2,disgust,1,,
HIMYM,"it's made for men. sue me, i want my eyes to pop",460,19,4,9,00:12:04:736,00:12:08:832,Negative ,sadness,2,disgust,1,,
HIMYM,i'm missing my wisdom teeth,461,0,4,10,00:05:29:105,00:05:31:265,Negative ,sadness,1,disgust,1,,
HIMYM,outpatient procedure. local anesthesia. whatever. it ain't a thing,461,1,4,10,00:05:31:873,00:05:36:674,Negative ,sadness,1,disgust,1,,
HIMYM,"look, maybe we should go out there",461,2,4,10,00:05:38:714,00:05:39:976,positive,acceptance,2,anger,1,,
HIMYM,i can't believe we're even having this discussion,461,3,4,10,00:05:40:082,00:05:43:050,Negative ,anger,2,disgust,3,,
HIMYM,"ted, you're 30. you're too old to act like this",461,4,4,10,00:05:43:151,00:05:46:713,Negative ,sadness,1,disgust,3,,
HIMYM,"<i>i was 30, and in those 30 years i'd been punched once.</i>",461,5,4,10,00:05:46:822,00:05:50:052,neutral,neutral,,,,,
HIMYM,there's a very simple,461,6,4,10,00:05:50:525,00:05:52:653,neutral,neutral,,,,,
HIMYM,<i>there was that thing at camp.</i>,461,7,4,10,00:05:53:229,00:05:54:355,neutral,neutral,,,,,
HIMYM,"today, we're going to braid friendship bracelets",461,8,4,10,00:05:54:664,00:05:57:497,neutral,neutral,,,,,
HIMYM,"<i>in college, i studied some kung fu.</i>",461,9,4,10,00:05:58:801,00:06:00:735,neutral,neutral,,,,,
HIMYM,"<i>and, well, there was some other stuff.</i>",461,10,4,10,00:06:06:976,00:06:08:535,neutral,neutral,,,,,
HIMYM,come on. come,461,11,4,10,00:06:10:146,00:06:11:340,neutral,neutral,,,,,
HIMYM,<i>the thing with the goat wasn't for another few months.</i>,461,12,4,10,00:06:13:516,00:06:15:246,neutral,neutral,,,,,
HIMYM,"<i>the point is, i had never been in a fight.</i>",461,13,4,10,00:06:15:851,00:06:17:682,neutral,neutral,,,,,
HIMYM,i'm going out there. - no!,461,14,4,10,00:06:17:787,00:06:19:778,positive,joy,1,anger,2,,
HIMYM,"listen to me, please, trust me. i've been in plenty of fights",461,15,4,10,00:06:19:889,00:06:22:653,Negative ,sadness,1,disgust,1,,
HIMYM,it's really nothing to be proud of,461,16,4,10,00:06:22:758,00:06:24:988,Negative ,sadness,2,disgust,2,,
HIMYM,who did you get in a fight with? - my brothers,461,17,4,10,00:06:25:094,00:06:28:189,Negative ,surprise,3,disgust,1,,
HIMYM,"yes, i'm sure that was quite a rumble in the eriksen rumpus room",461,18,4,10,00:06:30:599,00:06:33:763,Negative ,joy,1,disgust,1,,
HIMYM,i love brotherly horseplay!,461,19,4,10,00:06:35:205,00:06:36:694,positive,joy,3,acceptance,3,,
HIMYM,maybe she'll be able to handle new york,462,0,4,11,00:09:45:194,00:09:46:854,positive,joy,1,acceptance,2,,
HIMYM,no thanks necessary!,462,1,4,11,00:09:46:962,00:09:48:657,Negative ,anger,2,disgust,3,,
HIMYM,why not? - i have a secret,462,2,4,11,00:09:49:998,00:09:51:522,Negative ,surprise,3,disgust,2,,
HIMYM,"no, i don't. nothing happened. something happened",462,3,4,11,00:09:51:633,00:09:54:761,Negative ,sadness,2,fear,3,,
HIMYM,what happened? - nothing,462,4,4,11,00:09:54:870,00:09:56:860,Negative ,surprise,3,fear,2,,
HIMYM,"after heather's interview, i went to say hi to marshall for a few minutes,",462,5,4,11,00:09:56:971,00:10:00:429,neutral,neutral,,,,,
HIMYM,<i>and when i came back...</i>,462,6,4,11,00:10:00:975,00:10:02:875,neutral,neutral,,,,,
HIMYM,"oh, my god!",462,7,4,11,00:10:03:611,00:10:05:202,Negative ,surprise,3,disgust,2,,
HIMYM,"lily, lily, before you say or do anything, i beg you one favor",462,8,4,11,00:10:05:311,00:10:09:338,Negative ,sadness,2,fear,2,,
HIMYM,what? - get off that. it's prada,462,9,4,11,00:10:09:449,00:10:11:747,Negative ,surprise,2,disgust,1,,
HIMYM,i am so sorry. - i knew it. i knew it all along,462,10,4,11,00:10:13:719,00:10:17:018,Negative ,sadness,2,anger,3,,
HIMYM,"she is still the same irresponsible train wreck that she always was,",462,11,4,11,00:10:17:122,00:10:20:057,Negative ,anger,3,disgust,2,,
HIMYM,and when i see barney... - you won't say a word,462,12,4,11,00:10:20:159,00:10:22:649,Negative ,anger,2,disgust,1,,
HIMYM,"ted, heather begged me not to tell you",462,13,4,11,00:10:22:760,00:10:25:024,Negative ,sadness,3,fear,2,,
